Display Name,Family,Subfamily,Pref. Family,Pref. Subfamily,Version,Vendor ID,Styles,Width,Weight,Blocks,Characters,Glyphs
汉仪文黑-75W (75W),汉仪文黑-75W,75W,汉仪文黑,75W,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,10315,10411
汉仪文黑-85W (85W),汉仪文黑-85W,85W,汉仪文黑,85W,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,10315,10411
汉仪细等线S (Regular),汉仪细等线S,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),35,28656,28752
汉仪细等线简 (Regular),汉仪细等线简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪细行楷简 (Regular),汉仪细行楷简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪细简黑简 (Regular),汉仪细简黑简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,7911,8007
汉仪细圆简 (Regular),汉仪细圆简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),27,7575,7576
汉仪细中圆简 (Regular),汉仪细中圆简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7617,7659
汉仪夏日体W (Regular),汉仪夏日体W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,10317,10413
汉仪象形兰体 (Regular),汉仪象形兰体,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),27,1729,1730
汉仪小隶书简 (Regular),汉仪小隶书简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪晓波美妍体W (Regular),汉仪晓波美妍体W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),29,10028,10372
汉仪新人文宋W (Regular),汉仪新人文宋W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,10413,10509
汉仪醒示体简 (Regular),汉仪醒示体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪秀英体简 (Regular),汉仪秀英体简,Regular,,,Version 5.00,HANY,Regular,5 (Medium),400 (Normal),28,7770,7891
汉仪雪峰体简 (Regular),汉仪雪峰体简,Regular,,,Version 5.00,HANY,Regular,5 (Medium),400 (Normal),28,7770,7891
汉仪雪君体简 (Regular),汉仪雪君体简,Regular,,,Version 5.00,HANY,Regular,5 (Medium),400 (Normal),28,7770,7891
汉仪丫丫体简 (Regular),汉仪丫丫体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪雅酷黑W (Regular),汉仪雅酷黑W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),31,10189,10555
汉仪雁翎体简 (Regular),汉仪雁翎体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪意宋W (Regular),汉仪意宋W,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,10413,10509
汉仪圆叠体简 (Regular),汉仪圆叠体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪长美黑简 (Regular),汉仪长美黑简,Regular,,,Version 5.00,HANY,Regular,5 (Medium),400 (Normal),28,7770,7891
汉仪长宋简 (Regular),汉仪长宋简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪长艺体简 (Regular),汉仪长艺体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪珍珠隶简 (Regular),汉仪珍珠隶简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪中等线简 (Regular),汉仪中等线简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪中黑简 (Regular),汉仪中黑简,Regular,,,Version 5.00,HANY,Regular,5 (Medium),400 (Normal),28,7770,7891
汉仪中简黑简 (Regular),汉仪中简黑简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),34,7911,8007
汉仪中楷简 (Regular),汉仪中楷简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪中隶书简 (Regular),汉仪中隶书简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪中宋简 (Regular),汉仪中宋简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),27,7575,7576
汉仪中圆简 (Regular),汉仪中圆简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪竹节体简 (Regular),汉仪竹节体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪字典宋S (Regular),汉仪字典宋S,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),36,28777,28752
汉仪字典宋简 (Regular),汉仪字典宋简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
汉仪综艺体简 (Regular),汉仪综艺体简,Regular,,,Version 5.00,HNYI,Regular,5 (Medium),400 (Normal),28,7577,7576
